1,emp_no,first_name,last_name,birth_date,from_date,to_date,title
325,77815,Ronghao,Picaronny,1/21/1965,6/9/1993,1/1/1999,Assistant Engineer
326,78106,Ashish,Ratnaker,1/9/1965,1/17/2000,1/1/1999,Senior Staff
327,78363,Susumu,Fritzsche,1/3/1965,6/23/1998,1/1/1999,Engineer
328,78469,Leucio,Cappelli,1/28/1965,8/22/1997,1/1/1999,Staff
329,78871,Conor,Ghandeharizadeh,1/15/1965,5/25/1985,1/1/1999,Senior Engineer
330,79043,Katsuo,Hockney,1/24/1965,11/7/1999,1/1/1999,Technique Leader
331,79171,Guiseppe,Ellozy,1/19/1965,1/12/1991,1/1/1999,Senior Engineer
332,79310,Jeong,Cunliffe,1/24/1965,10/27/1996,1/1/1999,Senior Staff
333,79606,Arnd,Peir,1/3/1965,12/11/1986,1/1/1999,Senior Engineer
334,79763,Sanjoy,Barreiro,1/20/1965,4/9/1988,1/1/1999,Staff
335,79895,Fei,Murtagh,1/30/1965,1/19/1986,1/1/1999,Senior Staff
336,80067,Kazuhisa,Weiland,1/19/1965,11/9/1985,1/1/1999,Senior Staff
337,80203,Shakhar,Baik,1/22/1965,12/1/1993,1/1/1999,Staff
338,80432,Stella,Figueira,1/17/1965,3/14/1990,1/1/1999,Staff
339,80731,Shaowen,Eldridge,1/25/1965,12/5/1987,1/1/1999,Senior Staff
340,80850,Koldo,Luit,2/1/1965,4/16/1995,1/1/1999,Senior Engineer
341,80889,Shigeo,Linnainmaa,1/7/1965,7/30/1985,1/1/1999,Senior Engineer
342,80948,Harjit,Bardell,1/27/1965,5/24/1991,1/1/1999,Engineer
343,81105,Jaewon,Boissier,1/14/1965,5/24/1992,1/1/1999,Senior Engineer
344,81545,Larisa,Kornyak,1/13/1965,2/7/2000,1/1/1999,Technique Leader
345,81644,Divine,Ghandeharizadeh,1/5/1965,11/28/1997,1/1/1999,Staff
346,81995,Sreekrishna,Brender,1/10/1965,3/22/1990,1/1/1999,Senior Engineer
347,82069,Yechezkel,Perfilyeva,1/20/1965,11/3/1994,1/1/1999,Senior Engineer
348,82098,Poornachandra,Wilharm,1/25/1965,4/20/1991,1/1/1999,Senior Engineer
349,82351,Stevo,Thambidurai,1/26/1965,10/27/1989,1/1/1999,Senior Staff
350,82511,Uwe,Koblick,1/27/1965,4/4/1998,1/1/1999,Engineer
351,82919,Shigeu,Claffy,1/5/1965,12/19/1998,1/1/1999,Engineer
352,82928,Alselm,Rikino,1/27/1965,11/16/1990,1/1/1999,Engineer
353,83280,Francesca,Ellozy,1/7/1965,8/8/1999,1/1/1999,Senior Engineer
354,83289,Shigeichiro,Engelmann,1/9/1965,1/9/1994,1/1/1999,Senior Engineer
355,83509,Breannda,Collavizza,1/4/1965,10/12/1989,1/1/1999,Senior Engineer
356,83544,Leaf,Baak,1/18/1965,9/5/1994,1/1/1999,Senior Staff
357,83714,Ohad,Kilgore,1/27/1965,10/10/2000,1/1/1999,Engineer
358,83805,Manohar,Harllee,1/23/1965,3/11/1987,1/1/1999,Senior Engineer
359,83941,Zsolt,Hagimont,1/11/1965,10/8/1996,1/1/1999,Staff
360,84029,Babette,Eugenio,1/27/1965,9/21/1997,1/1/1999,Staff
361,84179,Shuichi,Nanard,1/25/1965,3/14/1989,1/1/1999,Senior Engineer
362,84236,Eberhardt,Barriga,1/18/1965,6/4/1987,1/1/1999,Senior Staff
363,84315,Kristina,Baumann,1/23/1965,9/26/1996,1/1/1999,Assistant Engineer
364,84451,Shiv,Aumann,1/20/1965,6/14/1998,1/1/1999,Senior Engineer
365,84508,Tommaso,Vidya,1/17/1965,5/2/1998,1/1/1999,Engineer
366,84840,Sverrir,Neimat,1/14/1965,11/3/1996,1/1/1999,Staff
367,84922,Parke,Unno,1/22/1965,7/1/1996,1/1/1999,Engineer
368,84942,Shin,Fujisaki,1/15/1965,2/23/1988,1/1/1999,Technique Leader
369,85216,Ferdinand,Rosiles,1/18/1965,7/8/1997,1/1/1999,Senior Staff
370,85288,Younwoo,Luders,1/6/1965,12/8/1998,1/1/1999,Senior Engineer
371,85414,Chiradeep,Callaway,1/14/1965,7/30/1999,1/1/1999,Staff
372,85445,Yongdong,Pollock,1/9/1965,3/17/1998,1/1/1999,Staff
373,85702,Udi,Merks,1/4/1965,8/15/1997,1/1/1999,Engineer
374,85874,Pasqua,Taubman,1/30/1965,6/23/1986,1/1/1999,Senior Staff
375,86213,Kristine,Clemencon,1/28/1965,6/1/1993,1/1/1999,Senior Staff
376,86354,Ronghao,Segond,1/27/1965,9/13/1993,1/1/1999,Senior Engineer
377,86422,Jaewon,Thummel,2/1/1965,9/14/1985,1/1/1999,Senior Staff
378,86546,Oldrich,Woycyznski,1/9/1965,5/15/1985,1/1/1999,Engineer
379,86655,Zhenhua,Lorys,1/1/1965,8/21/1995,1/1/1999,Engineer
380,86672,JoAnne,Anido,1/15/1965,9/15/1995,1/1/1999,Staff
381,87129,Keung,Neiman,1/16/1965,4/13/1997,1/1/1999,Staff
382,87353,Quingbo,Coombs,1/7/1965,1/17/1999,1/1/1999,Senior Engineer
383,87714,Khun,Janetzko,1/16/1965,9/13/1989,1/1/1999,Assistant Engineer
384,87729,Yongmin,Roccetti,1/24/1965,12/10/1986,1/1/1999,Staff
385,87783,Conor,Thorensen,1/26/1965,2/24/1988,1/1/1999,Senior Engineer
386,88103,Goo,Bresenham,1/9/1965,1/31/1999,1/1/1999,Senior Staff
387,88411,Lena,Cannane,1/31/1965,1/28/2000,1/1/1999,Engineer
388,88422,Jungsoon,Birsak,1/28/1965,4/3/1985,1/1/1999,Technique Leader
389,88647,Vasiliy,Ratnaker,1/10/1965,8/9/1995,1/1/1999,Engineer
390,88958,Vojin,Coombs,1/22/1965,7/23/1995,1/1/1999,Staff
391,88965,Mang,Hedayat,1/20/1965,5/22/1995,1/1/1999,Engineer
392,89048,Otmar,Birjandi,1/24/1965,3/23/1985,1/1/1999,Senior Engineer
393,89090,Tetsushi,Theuretzbacher,1/26/1965,2/1/1990,1/1/1999,Staff
394,89161,Conal,Yetto,1/7/1965,1/12/1991,1/1/1999,Senior Staff
395,89207,Along,Erol,1/15/1965,10/16/1992,1/1/1999,Senior Staff
396,89346,Mansur,Comyn,1/13/1965,8/31/1999,1/1/1999,Engineer
397,89590,Guther,Rothenberg,1/27/1965,8/8/1991,1/1/1999,Senior Staff
398,89664,Pranjal,Rossi,1/20/1965,7/7/1998,1/1/1999,Staff
399,89680,Aiman,Mawatari,1/27/1965,5/1/1988,1/1/1999,Senior Engineer
400,89806,Xiadong,Shinomoto,1/27/1965,5/24/1997,1/1/1999,Senior Engineer
401,89922,Alexius,Ibel,1/26/1965,4/24/1988,1/1/1999,Senior Engineer
402,89941,Arnould,Weedman,1/23/1965,7/28/1989,1/1/1999,Senior Staff
403,90077,Vivian,Guerreiro,1/24/1965,7/8/1991,1/1/1999,Engineer
404,90084,Renny,Bale,1/1/1965,11/22/1989,1/1/1999,Engineer
405,90211,Bader,Denis,1/15/1965,10/6/1997,1/1/1999,Engineer
406,90292,Koichi,Assaf,1/9/1965,5/26/1990,1/1/1999,Senior Engineer
407,90518,Fumiko,Chepyzhov,1/24/1965,1/28/1988,1/1/1999,Senior Staff
408,90614,Yonghoan,Trogemann,1/29/1965,9/23/1988,1/1/1999,Assistant Engineer
409,90692,Rajmohan,DasSarma,1/3/1965,9/14/1985,1/1/1999,Senior Staff
410,91172,Kazuhisa,Melter,1/19/1965,7/16/1987,1/1/1999,Senior Staff
411,91182,Lucien,Schwartzburd,1/4/1965,8/25/1988,1/1/1999,Engineer
412,91229,Yahiko,Hebden,1/1/1965,10/3/1996,1/1/1999,Engineer
413,91256,Gunilla,Milicic,1/13/1965,1/9/1998,1/1/1999,Staff
414,91333,Lobel,Stafford,1/27/1965,11/29/1998,1/1/1999,Staff
415,91415,Jamaludin,Nilsson,1/4/1965,1/15/1987,1/1/1999,Staff
416,91648,Dmitry,Msuda,1/29/1965,10/22/1988,1/1/1999,Staff
417,92438,Aria,Kilgore,1/4/1965,4/11/1992,1/1/1999,Senior Engineer
418,92454,Visit,McFarlan,1/24/1965,10/22/1987,1/1/1999,Engineer
419,92577,Zhanqiu,Farrow,1/6/1965,1/10/1999,1/1/1999,Assistant Engineer
420,92598,Ranga,Merro,1/18/1965,5/11/1996,1/1/1999,Assistant Engineer
421,92685,Mang,Atchley,1/26/1965,6/7/1995,1/1/1999,Senior Staff
422,92841,Claude,Candan,1/22/1965,8/4/1993,1/1/1999,Senior Staff
423,92846,Anyuan,Kropatsch,1/11/1965,9/5/1986,1/1/1999,Senior Staff
424,92920,Huei,Hutter,1/20/1965,1/28/1993,1/1/1999,Engineer
425,93040,Jaques,Kabayashi,1/19/1965,3/13/1992,1/1/1999,Senior Engineer
426,93220,Richara,Walston,1/11/1965,8/27/1996,1/1/1999,Senior Engineer
427,93278,Magdalena,Penn,2/1/1965,1/4/1997,1/1/1999,Engineer
428,93549,Arie,Coullard,2/1/1965,3/28/2000,1/1/1999,Staff
429,93600,Kristina,Neimat,1/13/1965,4/18/1988,1/1/1999,Technique Leader
430,94331,Ramzi,Cronau,1/26/1965,9/3/1999,1/1/1999,Technique Leader
431,94416,Aran,Cesareni,1/1/1965,11/20/2001,1/1/1999,Senior Staff
432,94761,Hitofumi,Zaccaria,1/27/1965,11/22/1988,1/1/1999,Senior Engineer
433,94944,Heping,Matheson,1/13/1965,6/24/1988,1/1/1999,Engineer
434,95181,Yishai,Cappelli,1/28/1965,1/30/1997,1/1/1999,Staff
435,95286,Kristin,Guerreiro,1/18/1965,8/23/1989,1/1/1999,Senior Engineer
436,95314,Rasiah,Koblick,1/22/1965,8/21/1991,1/1/1999,Senior Staff
437,95406,Alair,Lyonns,1/8/1965,7/12/1997,1/1/1999,Engineer
438,95416,Gianluca,Ramaiah,1/13/1965,11/29/1993,1/1/1999,Engineer
439,95509,Kristinn,Loncour,1/11/1965,2/8/1995,1/1/1999,Engineer
440,95920,Nobuyoshi,Hegner,1/19/1965,9/7/1994,1/1/1999,Senior Staff
441,96571,Kokou,Garrabrants,1/13/1965,11/5/1997,1/1/1999,Senior Engineer
442,96579,Mohan,Tasistro,1/18/1965,2/10/1996,1/1/1999,Engineer
443,96767,Arumugam,Vecchio,1/7/1965,8/14/1985,1/1/1999,Senior Engineer
444,97018,Jeanna,Chinen,1/9/1965,1/1/1989,1/1/1999,Senior Engineer
445,97623,Haldon,Janetzko,1/25/1965,9/11/1990,1/1/1999,Senior Staff
446,97661,Avishai,Hegner,1/31/1965,5/8/1993,1/1/1999,Staff
447,98288,Sumali,Huttel,1/12/1965,9/12/1989,1/1/1999,Staff
448,98306,Ziya,Kadhim,1/16/1965,6/24/1999,1/1/1999,Senior Engineer
449,98639,Florina,Assaf,1/29/1965,5/18/1996,1/1/1999,Staff
450,99057,Shugo,Reeken,1/30/1965,6/21/1999,1/1/1999,Staff
451,99373,Xiaobin,Christianini,1/13/1965,12/25/1985,1/1/1999,Staff
452,99377,Carrsten,Francisci,1/18/1965,6/16/1991,1/1/1999,Senior Engineer
453,99590,Dhritiman,Anily,1/24/1965,12/16/1998,1/1/1999,Staff
454,99654,Mahendra,Motley,1/30/1965,9/28/1985,1/1/1999,Senior Staff
455,100865,Hisao,Peral,1/19/1965,10/3/1990,1/1/1999,Engineer
456,100916,Heejo,Aamodt,1/18/1965,4/22/1992,1/1/1999,Senior Engineer
457,101487,Abdelaziz,Sury,1/14/1965,1/31/1991,1/1/1999,Senior Staff
458,101647,Mori,Homond,1/22/1965,5/10/1994,1/1/1999,Staff
459,101902,Mantis,Millington,1/14/1965,3/18/1991,1/1/1999,Staff
460,102620,Adin,Templeman,1/3/1965,8/12/1999,1/1/1999,Engineer
461,103196,Djenana,Albarhamtoshy,1/16/1965,7/16/1988,1/1/1999,Senior Staff
462,103310,Visit,Swen,1/7/1965,10/2/1995,1/1/1999,Senior Staff
463,103316,Susanne,Peternell,1/3/1965,7/27/1994,1/1/1999,Engineer
464,103342,Beshir,Hellwagner,1/3/1965,2/3/1998,1/1/1999,Engineer
465,103756,Heping,Halloran,1/31/1965,4/8/1992,1/1/1999,Assistant Engineer
466,104133,Pranjal,Zyda,1/31/1965,7/3/1991,1/1/1999,Senior Staff
467,104845,Werner,Lodder,1/29/1965,6/17/1992,1/1/1999,Staff
468,104988,Parviz,Litzler,1/7/1965,8/8/1992,1/1/1999,Engineer
469,105342,Kwun,Reeker,1/1/1965,7/29/1999,1/1/1999,Technique Leader
470,105356,Diederik,Matzov,1/29/1965,3/8/1995,1/1/1999,Senior Engineer
471,105432,Mohamadou,Stafford,1/8/1965,9/12/1995,1/1/1999,Senior Engineer
472,105520,Haldun,Lienhardt,1/1/1965,1/29/1987,1/1/1999,Senior Staff
473,105731,Sachem,Cromarty,1/15/1965,8/20/1990,1/1/1999,Assistant Engineer
474,106096,Naftali,Schurmann,1/14/1965,12/2/1992,1/1/1999,Senior Engineer
475,106242,Nevio,Thisen,2/1/1965,3/25/1988,1/1/1999,Senior Staff
476,106695,Lijie,Garrabrants,1/31/1965,10/26/1988,1/1/1999,Senior Staff
477,106710,Babette,Anandan,1/31/1965,11/22/1986,1/1/1999,Staff
478,107486,Siamak,Luiz,1/23/1965,2/11/1987,1/1/1999,Senior Engineer
479,107737,Fabrizio,Chleq,1/23/1965,7/31/1999,1/1/1999,Senior Engineer
480,107792,Shahab,Crooks,1/13/1965,3/18/1992,1/1/1999,Senior Staff
481,107828,Ramya,Walston,1/26/1965,2/3/1989,1/1/1999,Staff
482,108091,Hisao,Ghemri,1/9/1965,11/14/1985,1/1/1999,Staff
483,108198,Randi,Samarati,1/24/1965,10/20/1992,1/1/1999,Senior Staff
484,108316,Shai,Stellhorn,1/2/1965,5/21/1992,1/1/1999,Senior Engineer
485,108988,Oksana,Baek,1/19/1965,7/20/1989,1/1/1999,Senior Staff
486,109062,Jamaludin,Kandlur,2/1/1965,6/19/1992,1/1/1999,Senior Engineer
487,109211,Gor,Delgrande,1/11/1965,6/18/2002,1/1/1999,Engineer
488,109252,Moty,Winter,1/15/1965,4/28/1991,1/1/1999,Technique Leader
489,109278,Bangqing,Schach,1/21/1965,3/22/1988,1/1/1999,Senior Staff
490,109552,Menkae,Etalle,1/31/1965,5/21/1997,1/1/1999,Assistant Engineer
491,109598,Stamatina,Auyong,2/1/1965,7/5/1988,1/1/1999,Senior Staff
492,109620,Mani,Cannata,1/2/1965,6/21/1989,1/1/1999,Senior Staff
493,109703,Arco,Walston,1/17/1965,8/16/1999,1/1/1999,Engineer
494,109741,Hatem,Fadgyas,1/11/1965,11/13/1991,1/1/1999,Senior Engineer
495,109953,Godehard,Chorvat,1/26/1965,4/10/1988,1/1/1999,Senior Staff
496,200267,Chuanti,Luff,1/8/1965,9/21/1994,1/1/1999,Senior Staff
497,200312,Akemi,Fujisaki,1/27/1965,11/13/2001,1/1/1999,Senior Engineer
498,200363,Kirk,Quaggetto,1/10/1965,6/30/1987,1/1/1999,Senior Engineer
499,200735,Dinah,Denos,1/9/1965,9/21/1992,1/1/1999,Senior Staff
500,200789,Susumu,Camurati,1/14/1965,12/15/1991,1/1/1999,Senior Staff
501,201229,Alejandra,Khasidashvili,1/3/1965,7/30/1994,1/1/1999,Staff
502,201708,Anneli,Perl,1/15/1965,9/8/1992,1/1/1999,Staff
503,201709,Fan,Kakkad,1/1/1965,2/25/1988,1/1/1999,Staff
504,201739,Genta,Terekhov,1/16/1965,7/21/1998,1/1/1999,Assistant Engineer
505,201801,Waiman,Genin,1/12/1965,10/30/1988,1/1/1999,Engineer
506,201915,Sudharsan,DeMori,1/2/1965,3/30/1992,1/1/1999,Engineer
507,202291,Ortrun,Schmiedel,1/16/1965,7/18/1997,1/1/1999,Engineer
508,202403,Gully,Perko,1/9/1965,7/7/1999,1/1/1999,Engineer
509,202414,Zvonko,Murthy,1/13/1965,1/7/1992,1/1/1999,Senior Staff
510,202552,Morris,Saoudi,1/5/1965,11/22/1991,1/1/1999,Engineer
511,202826,Kerhong,Matzke,1/19/1965,11/14/1986,1/1/1999,Senior Engineer
512,202882,Isaac,Koshino,1/25/1965,9/28/1995,1/1/1999,Senior Engineer
513,202950,Giordano,Pietrzykowski,1/17/1965,3/26/1987,1/1/1999,Senior Staff
514,203474,Hugh,Jonsson,1/3/1965,7/6/1991,1/1/1999,Senior Staff
515,203495,Zongyan,Gips,1/2/1965,5/31/1997,1/1/1999,Technique Leader
516,203599,Ewing,DiGiano,1/21/1965,2/1/2000,1/1/1999,Technique Leader
517,203720,Sasan,Thimonier,1/30/1965,8/21/1996,1/1/1999,Senior Staff
518,203946,Yefim,Marwedel,1/23/1965,3/30/1993,1/1/1999,Senior Staff
519,204117,Jessie,Nooteboom,1/10/1965,12/13/2000,1/1/1999,Staff
520,204133,Susuma,Bergere,1/22/1965,2/25/1996,1/1/1999,Senior Staff
521,204246,Arve,Worfolk,1/9/1965,4/1/1985,1/1/1999,Senior Staff
522,204425,Gretta,Huttel,1/3/1965,10/8/1990,1/1/1999,Senior Engineer
523,204470,Hein,Lichtner,1/22/1965,5/2/1998,1/1/1999,Senior Staff
524,204471,Franziska,Maginnis,1/27/1965,2/17/1986,1/1/1999,Engineer
525,204764,Susanne,Mandelberg,1/22/1965,11/2/1990,1/1/1999,Engineer
526,205018,Yahiko,Awdeh,1/26/1965,8/5/1998,1/1/1999,Engineer
527,205085,Moni,Kornyak,1/23/1965,9/26/1991,1/1/1999,Technique Leader
528,205174,Leszek,Spinelli,1/5/1965,12/10/1998,1/1/1999,Staff
529,205500,Mary,Setiz,1/4/1965,1/13/1989,1/1/1999,Senior Engineer
530,205627,Stabislas,Broder,1/21/1965,7/16/1996,1/1/1999,Engineer
531,205660,Kien,Barreiro,1/27/1965,10/24/2000,1/1/1999,Staff
532,205699,Youjian,Yetto,1/31/1965,12/7/1994,1/1/1999,Senior Staff
533,205789,Limsoon,Skafidas,1/31/1965,8/10/1999,1/1/1999,Senior Staff
534,205863,Aiichiro,Kusalik,1/6/1965,10/4/1990,1/1/1999,Engineer
535,206748,Yucai,Fabrizio,1/7/1965,10/6/1999,1/1/1999,Staff
536,206836,Guadalupe,Pfau,1/12/1965,3/22/1993,1/1/1999,Staff
537,206966,Tzu,Sichman,1/21/1965,11/17/1987,1/1/1999,Senior Engineer
538,207021,Jacqueline,Akaboshi,1/20/1965,12/6/1997,1/1/1999,Engineer
539,207068,Zhiguo,Ariola,1/13/1965,9/7/1994,1/1/1999,Senior Staff
540,207204,Kellie,Schrooten,1/25/1965,1/17/1991,1/1/1999,Engineer
541,207401,Shuji,Barbanera,1/4/1965,8/10/1987,1/1/1999,Senior Staff
542,207551,Baziley,Falck,1/15/1965,2/18/1995,1/1/1999,Assistant Engineer
543,207779,Chinya,Kamble,1/16/1965,5/31/1992,1/1/1999,Senior Staff
544,207980,Remko,Vieth,1/7/1965,11/22/1990,1/1/1999,Staff
545,208147,Manu,Rothenberg,1/9/1965,12/6/1988,1/1/1999,Engineer
546,208330,Shen,Flanders,1/11/1965,7/3/1989,1/1/1999,Senior Staff
547,208639,Larisa,Lukaszewicz,1/27/1965,10/30/1996,1/1/1999,Staff
548,208653,Phillip,Schade,1/23/1965,3/3/1989,1/1/1999,Engineer
549,208784,Pranjal,Juneja,1/30/1965,3/21/1985,1/1/1999,Senior Engineer
550,209101,Xinyu,Edelhoff,1/5/1965,10/26/1997,1/1/1999,Senior Engineer
551,209443,Krassimir,Garnier,1/19/1965,1/26/1998,1/1/1999,Senior Staff
552,209565,Dante,Covnot,1/9/1965,5/28/1989,1/1/1999,Senior Staff
553,209712,Nimmagadda,Baak,1/17/1965,10/30/1987,1/1/1999,Assistant Engineer
554,210017,Shalesh,Lovengreen,1/28/1965,9/29/1990,1/1/1999,Senior Staff
555,210292,Lihong,Zeilberger,1/18/1965,4/28/1996,1/1/1999,Staff
556,210449,Gino,Lagarias,1/19/1965,6/22/1997,1/1/1999,Engineer
557,210752,Saniya,Stenning,1/25/1965,12/10/1986,1/1/1999,Senior Staff
558,210786,Werner,Ranze,1/31/1965,6/5/1998,1/1/1999,Staff
559,211858,Domenico,Ratnaker,1/8/1965,3/24/1985,1/1/1999,Senior Engineer
560,211879,Gao,Ranze,1/12/1965,11/24/1994,1/1/1999,Engineer
561,211967,Anwar,Bain,1/7/1965,1/22/1989,1/1/1999,Engineer
562,212093,Leni,Henders,1/11/1965,11/19/1993,1/1/1999,Senior Staff
563,212154,Sailaja,Holburn,1/17/1965,3/4/1991,1/1/1999,Senior Staff
564,212361,Claudi,Stanfel,1/16/1965,1/7/1996,1/1/1999,Senior Engineer
565,213016,Yongmao,Fontan,1/22/1965,7/26/1993,1/1/1999,Senior Engineer
566,213140,Tru,Danecki,1/10/1965,3/31/1997,1/1/1999,Staff
567,213384,Pranas,Narwekar,1/4/1965,9/26/1985,1/1/1999,Engineer
568,213447,Armond,Perly,2/1/1965,9/14/1989,1/1/1999,Senior Engineer
569,214215,Xiaoqiang,Cardazo,1/25/1965,5/28/1993,1/1/1999,Senior Staff
570,214391,Rayond,Klassen,1/15/1965,9/11/1993,1/1/1999,Senior Staff
571,214427,Peer,Molberg,1/29/1965,11/17/1996,1/1/1999,Engineer
572,214539,Ingmar,Kohling,1/27/1965,4/25/1995,1/1/1999,Engineer
573,214634,Shirish,Vickson,1/12/1965,10/24/1989,1/1/1999,Senior Engineer
574,214789,Arfst,Chepyzhov,1/28/1965,2/6/1989,1/1/1999,Senior Engineer
575,214866,Gopalakrishnan,Angel,2/1/1965,7/5/1997,1/1/1999,Engineer
576,214995,Dinkar,Hoppenstand,1/12/1965,5/4/1994,1/1/1999,Engineer
577,215419,Flemming,Kroha,1/16/1965,1/23/1995,1/1/1999,Staff
578,215629,Munehiro,Manders,1/15/1965,5/18/1987,1/1/1999,Senior Staff
579,215746,Sven,Speer,1/8/1965,7/8/1999,1/1/1999,Staff
580,215843,Pramod,Loncour,1/30/1965,3/31/1987,1/1/1999,Senior Staff
581,216054,Sahrah,Angiulli,1/24/1965,7/31/1986,1/1/1999,Staff
582,216342,Aiichiro,Cromarty,1/22/1965,6/10/1995,1/1/1999,Engineer
583,216375,Byong,Gustavson,1/16/1965,3/12/1985,1/1/1999,Senior Engineer
584,216502,Xiaocheng,Suermann,1/26/1965,12/15/1997,1/1/1999,Engineer
585,216573,Ashish,Vidya,1/29/1965,6/16/1989,1/1/1999,Engineer
586,216921,Lena,Lenart,1/22/1965,12/25/1990,1/1/1999,Staff
587,217026,Otmar,Engberts,1/11/1965,8/16/1993,1/1/1999,Senior Staff
588,217080,Masami,Puoti,1/12/1965,1/21/2000,1/1/1999,Senior Engineer
589,217272,Yuchang,Eldridge,1/21/1965,8/1/1986,1/1/1999,Senior Staff
590,217286,Yannik,Spelt,1/5/1965,9/22/1992,1/1/1999,Technique Leader
591,217320,Abdelwaheb,Denis,1/10/1965,9/10/1993,1/1/1999,Engineer
592,217363,Horward,Marzano,1/14/1965,4/11/1996,1/1/1999,Staff
593,217387,Jianhao,Molenaar,1/21/1965,10/22/1987,1/1/1999,Senior Engineer
594,217551,Panayotis,Lukaszewicz,1/2/1965,6/6/1989,1/1/1999,Senior Engineer
595,217800,Shay,Servieres,2/1/1965,8/6/1998,1/1/1999,Senior Staff
596,218022,Mokhtar,Poupard,1/26/1965,2/2/1992,1/1/1999,Technique Leader
597,218100,Jiong,Garnham,1/24/1965,1/2/1990,1/1/1999,Senior Staff
598,218831,Unal,DuBourdieux,1/16/1965,3/13/1996,1/1/1999,Engineer
599,219035,Kristine,Bierman,1/18/1965,5/13/1988,1/1/1999,Technique Leader
600,219047,Aemilian,Kusalik,1/30/1965,5/27/1987,1/1/1999,Engineer
601,219052,Marsal,Acton,1/6/1965,8/2/1995,1/1/1999,Staff
602,219417,Subhrajyoti,Denna,1/29/1965,7/25/1996,1/1/1999,Staff
603,219497,Moie,Zastre,1/22/1965,10/11/1991,1/1/1999,Technique Leader
604,219967,Susanna,Reeken,1/16/1965,3/16/1998,1/1/1999,Senior Staff
605,220029,Demos,Asser,1/17/1965,11/4/1985,1/1/1999,Senior Engineer
606,220131,Reinhard,Slaats,1/9/1965,6/8/1994,1/1/1999,Engineer
607,220418,Poorav,Laventhal,1/23/1965,8/16/1997,1/1/1999,Staff
608,220528,Sibyl,Rabehasaina,1/6/1965,2/23/1998,1/1/1999,Senior Staff
609,220582,Poornachandra,Zielinski,1/8/1965,2/13/1996,1/1/1999,Staff
610,220611,Yuping,Babb,1/23/1965,1/31/1995,1/1/1999,Senior Staff
611,220625,Shigenori,Deville,1/25/1965,12/24/1992,1/1/1999,Technique Leader
612,220699,Nahid,Gyimothy,1/7/1965,8/18/1995,1/1/1999,Staff
613,220799,Perla,Orlowska,1/17/1965,10/13/1998,1/1/1999,Senior Engineer
614,221126,Tesuya,dAstous,1/23/1965,11/29/1988,1/1/1999,Senior Engineer
615,221367,Saddek,Farris,1/13/1965,11/6/1990,1/1/1999,Senior Staff
616,221369,Abdulah,Pocchiola,1/28/1965,8/28/1996,1/1/1999,Engineer
617,221435,Djenana,Marrevee,1/6/1965,2/6/1994,1/1/1999,Engineer
618,221973,Sangeeta,Kalefeld,1/17/1965,6/6/1990,1/1/1999,Senior Staff
619,222206,Stein,Uludag,1/21/1965,1/30/1988,1/1/1999,Senior Staff
620,222311,Miyeon,Billingsley,1/20/1965,12/5/1992,1/1/1999,Senior Engineer
621,222319,Matt,Chvatal,1/20/1965,11/9/1994,1/1/1999,Senior Engineer
622,222354,Valdiodio,Schlumberger,1/15/1965,8/7/1993,1/1/1999,Engineer
623,222616,Badri,Schapire,2/1/1965,1/19/1998,1/1/1999,Assistant Engineer
624,222770,Kazuhiko,Kushner,1/22/1965,8/1/1995,1/1/1999,Senior Engineer
625,222878,Annemarie,Zallocco,1/10/1965,12/1/1996,1/1/1999,Engineer
626,222926,Limsoon,Erol,1/10/1965,12/31/1997,1/1/1999,Senior Engineer
627,222952,Gopalakrishnan,Suermann,1/28/1965,4/30/1991,1/1/1999,Senior Engineer
628,222998,Leaf,Awdeh,1/7/1965,10/2/1992,1/1/1999,Senior Staff
629,223593,Hidefumi,Moehrke,1/20/1965,3/4/1998,1/1/1999,Staff
630,223595,Chiranjit,Dredge,2/1/1965,9/5/1999,1/1/1999,Technique Leader
631,224135,Annemarie,Bressoud,1/2/1965,6/23/1998,1/1/1999,Engineer
632,224335,Perry,Chachaty,1/29/1965,7/22/1985,1/1/1999,Engineer
633,224390,TRUE,Shobatake,1/24/1965,5/17/1996,1/1/1999,Senior Staff
634,224934,George,Miake,1/5/1965,1/2/1988,1/1/1999,Senior Staff
635,225438,Remmert,Quaggetto,1/14/1965,4/28/1992,1/1/1999,Senior Staff
636,225601,Masasuke,Genin,1/13/1965,6/25/1994,1/1/1999,Assistant Engineer
637,225788,Ipke,Kieras,1/8/1965,12/18/1995,1/1/1999,Engineer
638,225867,Ramalingam,Remmele,1/26/1965,9/3/1999,1/1/1999,Senior Engineer
639,225964,Mooi,Cooman,1/19/1965,6/7/1989,1/1/1999,Engineer
640,226216,Giordano,Gini,1/28/1965,8/14/1993,1/1/1999,Technique Leader
641,226227,Herbert,Erva,1/7/1965,9/6/1986,1/1/1999,Senior Engineer
642,227354,Gio,Murtha,1/12/1965,11/11/1986,1/1/1999,Engineer
643,227476,Macha,Schnabel,1/11/1965,5/11/1988,1/1/1999,Engineer
644,227681,Mikhail,Rousseau,1/30/1965,11/30/1998,1/1/1999,Staff
645,227899,Garnik,Luce,1/23/1965,9/15/1998,1/1/1999,Staff
646,227901,Francesca,Azuma,1/26/1965,6/8/1996,1/1/1999,Staff
647,228098,IEEE,Kroll,1/18/1965,2/17/1998,1/1/1999,Engineer
648,228248,Yuriy,Plump,1/9/1965,9/8/1988,1/1/1999,Senior Staff
